,y,rb?,te?,age,max_pts,avg_pts,last_pts,3_yr_trail_avg_fppg,injury_risk,last_yr_games_played,hit_rate,Draft Pick,Breakout Age,cdr
1210,0,0,1,25.3,36.0,19.7,36.0,3.85,0.25,6.0,0.0,,21.6,29.6
1211,0,0,1,30.4,104.0,61.916666666666664,96.2,5.8,0.6875,13.0,0.0,6.33,21.7,38.8
1212,0,0,1,24.4,23.4,23.4,23.4,3.9,0.375,6.0,0.0,7.32,,15.2
1216,0,0,1,27.0,3.4,2.8,2.2,1.4,0.125,2.0,0.0,,,7.5
1218,0,0,1,22.4,,,,,,,,,19.7,19.7
1219,0,0,1,27.3,76.8,38.9,25.900000000000002,4.066666666666666,0.5625,7.0,0.0,4.4,,18.3
1220,0,0,1,27.3,65.8,45.949999999999996,,4.7,0.71875,,0.0,,,12.4
1221,0,0,1,23.5,16.200000000000003,16.200000000000003,16.200000000000003,2.7,0.375,6.0,0.0,,20.7,28.1
1222,0,0,1,23.5,,,,,,,,7.37,,9.2
1223,0,0,1,22.9,80.4,80.4,80.4,6.7,0.75,12.0,0.0,1.08,21.2,24.0
1224,0,0,1,25.5,4.4,4.4,4.4,1.1,0.25,4.0,0.0,,20.8,22.6
1225,0,0,1,29.7,102.4,68.75,102.4,4.550000000000001,0.90625,16.0,0.0,,23.0,
1226,0,0,1,26.8,0.0,0.0,,,0.0625,,0.0,6.02,,14.4
1228,0,0,1,23.4,,,,,,,,7.26,,3.2
1233,1,0,1,30.6,294.4,228.6,254.4,16.633333333333333,0.9895833333333334,16.0,0.0,3.01,22.9,27.6
1235,0,0,1,24.7,6.8999999999999995,6.8999999999999995,6.8999999999999995,2.3,0.1875,3.0,0.0,4.19,,5.7
1236,0,0,1,28.6,145.6,55.166666666666664,22.4,6.133333333333333,0.5625,8.0,0.0,,21.9,15.4
1237,0,0,1,24.9,15.600000000000001,15.600000000000001,15.600000000000001,2.6,0.375,6.0,0.0,5.19,21.2,19.9
1239,0,0,1,24.8,14.0,13.4,14.0,2.6,0.34375,7.0,0.0,5.2,21.1,24.1
1240,0,0,1,23.1,,,,,,,,6.27,21.4,14.7
1241,0,0,1,29.7,191.1,74.60000000000001,104.0,6.833333333333333,0.4583333333333333,16.0,0.0,1.21,21.0,26.9
1242,0,0,1,27.4,161.0,78.05,161.0,6.833333333333333,0.84375,14.0,0.0,4.12,22.7,15.6
1243,0,0,1,27.6,124.50000000000001,39.88,18.900000000000002,3.966666666666667,0.55,9.0,0.0,3.21,20.9,11.5
1244,0,0,1,30.0,133.5,71.26666666666667,84.0,6.3999999999999995,0.6875,14.0,0.0,2.23,20.2,26.6
1247,0,0,1,31.799999999999997,52.0,35.88333333333333,22.799999999999997,2.9333333333333336,0.65625,12.0,0.0,7.01,21.1,19.5
1248,0,0,1,23.9,73.80000000000001,54.7,73.80000000000001,10.600000000000001,0.3125,6.0,0.0,4.2,,10.3
1251,0,0,1,29.5,280.0,199.0666666666667,213.0,15.4,0.9375,15.0,0.0,2.03,21.8,31.8
1252,0,0,1,23.7,1.4,1.4,1.4,1.4,0.0625,1.0,0.0,5.03,,15.6
0,0,1,0,23.1,40.299600000000005,40.299600000000005,40.299600000000005,3.6636,0.6875,11.0,0.0,2.3,19.3,34.8
1,0,1,0,26.5,315.2,206.42514999999997,258.9006,17.497633333333333,0.85,14.0,0.25,5.39,18.8,47.0
3,0,1,0,36.2,260.8,117.19988571428573,124.4992,9.793733333333334,0.71875,16.0,0.0,1.07,19.5,42.7
8,0,1,0,26.8,171.0,84.274975,21.099899999999998,8.96665,0.578125,3.0,0.0,5.34,19.0,29.9
9,0,1,0,22.9,86.8998,77.8999,86.8998,5.9923,0.8125,13.0,0.0,3.38,19.2,28.7
14,0,1,0,25.9,377.8005,321.750125,377.8005,22.062233333333335,0.925,15.0,0.75,3.03,20.1,23.3
15,0,1,0,28.0,124.60000000000001,56.833333333333336,30.0,1.6916666666666664,0.7589285714285714,16.0,0.0,2.22,19.2,34.6
20,0,1,0,22.8,22.6996,22.6996,22.6996,2.0636,0.6875,11.0,0.0,4.18,20.1,22.4
24,0,1,0,22.9,202.2006,202.2006,202.2006,14.4429,0.875,14.0,0.0,3.02,21.2,17.4
26,0,1,0,25.0,9.399999999999999,9.399999999999999,9.399999999999999,1.88,0.3125,5.0,0.0,,20.3,17.4
27,1,1,0,26.0,308.8,185.72500000000002,165.3,15.81,0.875,10.0,0.25,,18.3,45.7
29,0,1,0,24.8,4.0,4.0,4.0,1.0,0.25,4.0,0.0,,21.1,23.6
32,0,1,0,23.3,74.9008,66.60040000000001,74.9008,4.9906500000000005,0.7916666666666666,16.0,0.0,4.2,18.5,38.6
38,0,1,0,26.1,97.2,64.26666666666667,95.6,5.591666666666666,0.546875,16.0,0.0,6.27,22.4,23.3
41,0,1,0,31.299999999999997,69.3,30.03333333333333,,4.65,0.5803571428571429,,0.0,,20.6,29.0
44,0,1,0,25.6,95.4,46.775000000000006,95.4,5.254166666666667,0.5625,16.0,0.0,5.12,18.8,34.2
47,0,1,0,25.2,7.700000000000001,4.300000000000001,7.700000000000001,0.42500000000000004,0.4166666666666667,14.0,0.0,,20.4,17.8
53,0,1,0,21.9,101.8004,101.8004,101.8004,7.8308,0.8125,13.0,0.0,2.2,18.2,39.8
55,0,1,0,30.7,233.6,130.75714285714284,84.9,8.363333333333335,0.828125,10.0,0.0,2.25,21.0,29.8
59,0,1,0,25.1,168.0,104.46666666666665,168.0,7.566666666666667,0.8125,16.0,0.0,4.34,18.4,34.1
60,0,1,0,26.7,232.5,165.375,187.8,15.183333333333332,0.75,12.0,0.0,7.31,22.0,14.6
61,0,1,0,23.7,,,,,,,,6.18,19.9,12.6
67,0,1,0,25.0,468.8,293.39997500000004,90.3999,27.84443333333333,0.8375,3.0,0.5,1.08,19.2,50.7
69,0,1,0,22.0,,,,,,,,4.21,20.2,32.6
71,0,1,0,22.1,176.00050000000002,176.00050000000002,176.00050000000002,13.5385,0.8125,13.0,0.0,1.32,19.4,17.9
72,0,1,0,30.2,132.6,72.0,69.4,4.1125,0.96875,16.0,0.0,1.29,21.5,17.1
73,0,1,0,26.6,91.0,46.8,21.0,2.1999999999999997,0.55,15.0,0.0,,18.8,33.1
75,0,1,0,25.0,1.7,1.7,1.7,0.85,0.125,2.0,0.0,,20.2,29.7
77,0,1,0,22.4,189.79999999999998,189.79999999999998,189.79999999999998,14.6,0.8125,13.0,0.0,2.03,19.6,21.1
78,0,1,0,25.3,21.0,18.1,21.0,1.60625,0.6666666666666666,16.0,0.0,,20.5,16.2
79,0,1,0,25.1,56.699999999999996,28.133266666666668,16.9998,6.766649999999999,0.3333333333333333,6.0,0.0,3.25,19.4,36.5
81,0,1,0,25.8,337.80039999999997,211.9501,337.80039999999997,19.609533333333335,0.7125,14.0,0.25,2.09,19.1,38.8
83,0,1,0,23.4,,,,,,,,,18.7,18.0
84,0,1,0,24.3,91.30000000000001,46.25000000000001,91.30000000000001,5.165,0.25,10.0,0.0,3.23,20.6,14.7
85,0,1,0,29.2,140.8,82.93333333333334,,11.350000000000001,0.7678571428571429,,0.0,,20.4,20.0
91,0,1,0,27.1,75.2,35.03326666666667,29.8998,2.278566666666667,0.734375,14.0,0.0,,21.3,17.2
92,0,1,0,24.0,0.0,0.0,0.0,0.0,0.125,2.0,0.0,,21.3,15.7
94,0,1,0,26.1,67.5,46.066633333333336,54.499900000000004,5.697433333333334,0.53125,13.0,0.0,,22.4,21.5
95,0,1,0,23.8,130.3005,76.40025,130.3005,5.59335,0.6875,15.0,0.0,3.06,20.0,33.9
99,0,1,0,22.9,16.1,16.1,16.1,3.22,0.3125,5.0,0.0,3.29,20.2,31.5
104,0,1,0,29.5,406.4,199.14993333333334,179.4996,14.019433333333334,0.7589285714285714,12.0,0.16666666666666666,3.22,19.7,43.2
105,0,1,0,24.0,264.7995,217.99975,264.7995,14.17665,0.9791666666666666,15.0,0.0,3.09,20.2,30.5
113,0,1,0,22.7,56.9004,56.9004,56.9004,4.7417,0.75,12.0,0.0,4.38,21.0,26.5
114,0,1,0,22.3,,,,,,,,,19.5,19.9
117,0,1,0,25.0,,,,,,,,,22.3,15.1
118,0,1,0,27.4,333.1008,213.62016,333.1008,17.672933333333333,0.9583333333333334,16.0,0.2,2.14,20.7,43.5
122,0,1,0,23.7,147.60000000000002,145.60000000000002,143.6,10.6375,0.8333333333333334,16.0,0.0,3.1,19.0,36.1
123,0,1,0,24.7,13.3,10.65,13.3,4.83125,0.20833333333333334,8.0,0.0,,21.9,25.5
124,0,1,0,29.2,316.5,162.41428571428574,36.0,9.433333333333334,0.75,5.0,0.14285714285714285,4.03,19.5,17.8
125,0,1,0,29.0,142.4,83.94016,85.7008,4.0854333333333335,0.8229166666666666,16.0,0.0,4.38,22.3,40.1
131,0,1,0,26.3,37.699999999999996,20.566566666666663,5.9997,1.8523666666666667,0.671875,7.0,0.0,,19.5,29.1
135,0,1,0,27.7,216.0,148.46661666666668,84.3997,8.424233333333333,0.9553571428571429,11.0,0.0,3.13,19.0,33.0
136,0,1,0,27.1,48.400000000000006,16.12008,1.5004,1.8121333333333334,0.4270833333333333,11.0,0.0,7.15,20.4,20.1
141,0,1,0,23.1,,,,,,,,6.1,19.3,24.5
142,0,1,0,27.8,32.199999999999996,15.050149999999999,5.5006,0.9643,0.6,14.0,0.0,,21.1,31.1
143,0,1,0,22.1,,,,,,,,7.08,19.4,36.2
144,0,1,0,25.9,327.0,278.2399,223.6995,18.737766666666666,0.90625,15.0,0.6,1.04,19.1,37.8
150,0,1,0,23.3,,,,,,,,6.12,22.5,17.0
154,0,1,0,29.5,188.5,138.02845714285712,158.0992,7.3937333333333335,0.8984375,16.0,0.0,2.05,19.8,35.6
159,0,1,0,25.7,97.5,63.733533333333334,57.3006,5.5976333333333335,0.640625,14.0,0.0,4.26,20.0,33.9
160,0,1,0,27.8,191.4,75.46,191.4,5.954166666666667,0.6458333333333334,16.0,0.0,,,10.2
161,0,1,0,23.4,12.4002,12.4002,12.4002,2.0667,0.375,6.0,0.0,,18.7,19.1
163,0,1,0,24.7,31.1,31.1,31.1,3.8875,0.5,8.0,0.0,,,12.8
164,0,1,0,23.4,,,,,,,,,19.7,32.8
166,0,1,0,24.4,,,,,,,,,20.7,15.6
168,0,1,0,23.4,,,,,,,,7.05,22.7,28.6
171,0,1,0,27.6,156.8,98.86008,51.1004,6.310266666666667,0.96875,13.0,0.0,,18.9,22.6
174,0,1,0,26.2,147.0,132.1501,127.1004,8.859533333333333,0.9125,14.0,0.0,4.28,17.4,36.4
175,0,1,0,26.1,275.59999999999997,150.14987499999998,164.5995,16.153833333333335,0.725,13.0,0.0,3.41,18.3,34.4
176,0,1,0,22.8,250.3998,250.3998,250.3998,17.8857,0.875,14.0,0.0,,19.1,48.7
178,0,1,0,29.3,276.8,144.98577142857144,116.6004,12.809533333333334,0.8203125,14.0,0.0,4.3,18.6,27.1
180,0,1,0,21.4,,,,,,,,,18.7,43.4
181,0,1,0,23.1,2.9,2.9,2.9,0.58,0.3125,5.0,0.0,5.27,20.4,32.5
183,0,1,0,21.1,,,,,,,,2.03,20.4,30.4
187,0,1,0,24.9,105.3,70.26653333333333,16.3996,6.390466666666666,0.765625,14.0,0.0,5.28,19.1,23.9
188,0,1,0,25.5,142.3004,77.96679999999999,142.3004,8.745466666666667,0.515625,11.0,0.0,,19.8,34.6
192,0,1,0,25.4,43.8992,22.1496,43.8992,1.57185,0.53125,16.0,0.0,5.18,19.7,41.4
194,0,1,0,21.1,,,,,,,,7.29,18.4,32.7
197,0,1,0,24.9,243.59999999999997,177.55,99.60000000000001,16.033333333333335,0.825,6.0,0.0,2.16,19.1,24.7
200,0,1,0,24.7,12.0,6.45,,1.95,0.125,,0.0,6.02,20.9,36.5
208,1,1,0,22.4,252.79950000000002,252.79950000000002,252.79950000000002,16.8533,0.9375,15.0,0.0,2.09,18.6,41.8
209,0,1,0,23.7,8.1004,8.1004,8.1004,0.5786,0.875,14.0,0.0,,19.9,30.8
210,0,1,0,27.3,40.5,14.775,4.6000000000000005,3.14,0.325,5.0,0.0,5.18,19.6,25.4
211,0,1,0,26.6,229.5,150.19998,30.6999,9.328566666666667,0.75,7.0,0.0,5.11,18.8,29.3
212,0,1,0,25.3,0.9,0.9,,0.9,0.0625,,0.0,5.16,20.6,17.1
214,0,1,0,26.9,61.30050000000001,58.566833333333335,61.30050000000001,4.295566666666667,0.84375,15.0,0.0,5.32,23.1,24.8
216,0,1,0,24.6,80.4,39.400000000000006,36.6,3.9583333333333335,0.375,8.0,0.0,,19.9,21.3
219,0,1,0,23.3,231.3,211.2,231.3,15.059999999999999,0.8541666666666666,15.0,0.0,1.24,,13.9
220,0,1,0,23.4,,,,,,,,,21.7,22.6
221,0,1,0,23.4,,,,,,,,,21.1,33.7
223,0,1,0,23.5,81.2,81.2,81.2,5.8,0.875,14.0,0.0,4.06,20.8,33.2
227,0,1,0,25.1,65.3004,52.53346666666666,65.3004,6.451866666666667,0.484375,9.0,0.0,7.33,18.4,30.7
230,0,1,0,25.4,93.9004,61.700133333333326,93.9004,5.4788,0.71875,11.0,0.0,4.31,20.7,20.6
232,0,1,0,25.8,294.4,211.0998,218.4992,15.752066666666664,0.7375,16.0,0.0,3.22,18.1,28.7
234,0,1,0,24.1,23.3,23.3,23.3,2.33,0.625,10.0,0.0,3.12,18.3,40.4
238,0,1,0,23.3,,,,,,,,4.14,,7.4
239,0,1,0,32.1,34.1,15.949999999999998,0.0,0.5333333333333333,0.6517857142857143,6.0,0.0,6.14,22.4,28.3
242,0,1,0,22.2,,,,,,,,5.06,20.5,27.5
243,0,1,0,27.3,212.79999999999998,157.8599,192.1995,13.504433333333333,0.9375,15.0,0.0,3.1,19.6,13.2
245,0,1,0,23.9,139.0,98.53333333333335,71.8,9.6625,0.65625,16.0,0.0,2.11,19.2,35.8
247,0,1,0,23.1,,,,,,,,6.32,19.4,25.3
248,0,1,0,24.9,9.6,8.75025,7.900499999999999,1.46335,0.4791666666666667,15.0,0.0,,20.2,16.2
253,0,1,0,22.8,,,,,,,,7.28,20.1,24.2
256,0,1,0,23.3,52.5,52.5,52.5,5.25,0.625,10.0,0.0,4.14,19.6,22.2
258,0,1,0,23.3,,,,,,,,6.14,20.6,36.7
259,0,1,0,31.4,208.6,153.8571428571429,136.2,8.993333333333332,0.953125,15.0,0.0,6.13,20.6,34.7
260,0,1,0,29.3,371.2,237.89996666666664,74.5998,10.4909,0.8035714285714286,11.0,0.5,2.16,18.5,45.1
264,0,1,0,26.4,259.5,185.59985,131.9994,14.184599999999998,0.8,13.0,0.0,1.04,19.6,38.8
268,0,1,0,28.4,109.1008,43.70013333333333,109.1008,5.006266666666666,0.6607142857142857,16.0,0.0,,18.7,20.6
273,0,1,0,31.4,278.4,192.14287142857142,52.9001,10.8697,0.859375,11.0,0.0,1.28,18.7,32.8
275,0,1,0,25.2,179.20000000000002,116.35000000000002,8.6,11.966666666666667,0.6875,1.0,0.0,4.37,18.5,29.8
279,0,1,0,26.3,162.4,102.89999999999999,42.0,7.8999999999999995,0.825,12.0,0.0,,19.5,21.8
284,0,1,0,23.6,,,,,,,,,20.9,20.4
285,0,1,0,28.1,288.0,216.25008333333335,198.4005,16.97556666666667,0.8392857142857143,15.0,0.0,1.15,20.4,47.1
286,0,1,0,22.1,,,,,,,,4.02,18.3,21.9
289,0,1,0,25.8,50.0,23.833066666666667,14.8992,4.0104,0.5,16.0,0.0,,19.1,19.8
291,0,1,0,28.3,206.5005,73.06675,206.5005,8.422233333333333,0.5178571428571429,15.0,0.0,4.27,20.5,23.6
292,0,1,0,28.3,206.5005,73.06675,206.5005,8.422233333333333,0.5178571428571429,15.0,0.0,,18.3,39.0
296,0,1,0,24.1,216.0,193.2,170.39999999999998,13.85,0.9166666666666666,12.0,0.0,2.21,21.4,21.1
298,0,1,0,24.3,164.20000000000002,97.85000000000001,164.20000000000002,10.46,0.5,10.0,0.0,7.2,18.6,33.5
299,1,1,0,23.2,,,,,,,,1.24,21.5,30.9
300,0,1,0,-1.0,,,,,,,,,,25.6
301,0,1,0,24.8,0.0,0.0,0.0,0.0,0.5,8.0,0.0,,,5.7
303,0,1,0,25.4,254.4,219.09986666666668,207.69959999999998,15.136099999999999,0.9375,12.0,0.0,2.03,18.7,31.7
304,0,1,0,24.5,193.2,153.46666666666667,193.2,9.591666666666667,1.0,16.0,0.0,4.04,20.8,22.6
307,0,1,0,25.8,66.4,44.2,22.0,4.8375,0.6666666666666666,16.0,0.0,,22.1,30.1
308,0,1,0,23.1,,,,,,,,,19.4,18.4
310,0,1,0,26.9,150.4,88.36,55.0,6.679166666666667,0.8958333333333334,16.0,0.0,,21.2,30.9
312,0,1,0,26.9,223.5,162.63333333333333,66.0,11.1,0.90625,11.0,0.0,,21.1,38.4
314,0,1,0,24.7,30.599999999999998,15.45,0.30000000000000004,2.5999999999999996,0.3125,3.0,0.0,5.14,19.0,26.3
315,0,1,0,29.1,166.5,50.73333333333333,99.7,9.987499999999999,0.5089285714285714,8.0,0.0,,,12.3
316,0,1,0,25.3,75.60000000000001,49.73330000000001,3.3998999999999997,4.977766666666667,0.53125,3.0,0.0,1.27,20.6,50.1
319,0,1,0,25.4,29.7,23.2,16.7,5.824999999999999,0.4166666666666667,2.0,0.0,,,11.0
321,0,1,0,30.9,130.0,72.75714285714285,107.6,8.253333333333332,0.6328125,10.0,0.0,6.22,19.2,28.0
322,0,1,0,23.3,,,,,,,,4.15,22.5,17.3
329,0,1,0,25.3,36.500099999999996,36.500099999999996,36.500099999999996,5.2143,0.4375,7.0,0.0,,20.5,25.6
330,0,1,0,25.3,36.500099999999996,36.500099999999996,36.500099999999996,5.2143,0.4375,7.0,0.0,,,14.9
333,0,1,0,23.8,186.2994,124.36646666666667,186.2994,9.0357,0.8125,14.0,0.0,2.06,18.1,33.4
337,0,1,0,25.3,142.4,93.4336,37.1008,6.139600000000001,0.96875,16.0,0.0,3.07,18.5,30.4
340,0,1,0,25.4,20.6992,10.749600000000001,20.6992,0.8468500000000001,0.4166666666666667,16.0,0.0,,20.7,37.4
341,0,1,0,24.6,51.800000000000004,51.800000000000004,,3.7,0.875,,0.0,5.02,19.9,31.6
342,0,1,0,22.4,69.0,69.0,69.0,11.5,0.375,6.0,0.0,,20.7,24.2
343,0,1,0,25.7,107.9,45.5002,65.7008,2.4687666666666668,0.4375,16.0,0.0,4.07,19.0,27.8
344,0,1,0,24.3,384.0,214.6,15.4,16.833333333333332,0.6875,2.0,0.3333333333333333,1.02,18.6,32.2
345,0,1,0,23.7,2.6,2.6,2.6,0.325,0.5,8.0,0.0,,20.9,21.8
353,0,1,0,26.3,153.6,122.66676666666666,75.3003,9.555566666666666,0.84375,9.0,0.0,1.31,20.6,27.5
354,0,1,0,22.5,,,,,,,,,18.8,30.2
362,0,1,0,32.9,28.6,7.400000000000001,0.0,1.0,0.36607142857142855,13.0,0.0,4.28,21.1,41.2
366,0,1,0,23.4,,,,,,,,,21.7,20.2
367,0,1,0,30.2,192.0,80.8,5.0,3.4166666666666665,0.7734375,4.0,0.0,1.08,19.5,26.3
372,0,1,0,28.2,193.6,124.06666666666666,12.7,7.795833333333332,0.8214285714285714,8.0,0.0,3.09,20.4,43.2
381,0,1,0,22.5,1.3,1.3,1.3,1.3,0.0625,1.0,0.0,,20.8,15.9
382,0,1,0,24.1,120.8,103.8,120.8,6.875,0.9166666666666666,16.0,0.0,4.26,,13.2
385,0,1,0,22.8,32.7996,30.3998,32.7996,4.622199999999999,0.3958333333333333,9.0,0.0,6.31,19.1,19.2
386,0,1,0,23.6,21.7,21.7,21.7,2.17,0.625,10.0,0.0,6.09,18.9,34.5
390,0,1,0,26.9,49.199999999999996,19.033399999999997,7.9002,1.5547666666666666,0.46875,14.0,0.0,6.3,21.1,36.2
391,0,1,0,26.4,19.799999999999997,10.2,0.0,1.65,0.3125,4.0,0.0,,18.7,18.7
392,0,1,0,24.6,,,,,,,,,20.8,22.6
393,0,1,0,22.3,,,,,,,,3.24,21.6,16.5
397,0,1,0,23.7,63.299600000000005,61.6498,63.299600000000005,4.4346,0.8958333333333334,13.0,0.0,6.13,19.0,17.0
398,0,1,0,28.4,141.0,65.49996666666667,15.799800000000001,3.6111,0.6696428571428571,6.0,0.0,3.3,20.6,18.0
399,0,1,0,24.7,,,,,,,,,23.0,16.8
402,0,1,0,26.7,136.6005,83.67512500000001,136.6005,5.9689000000000005,0.7375,15.0,0.0,4.34,20.9,21.4
403,0,1,0,27.3,117.0,46.66,0.0,3.6999999999999997,0.5833333333333334,1.0,0.0,5.14,21.6,22.3
409,0,1,0,23.5,101.6002,101.6002,101.6002,7.8154,0.8125,13.0,0.0,3.22,19.7,35.7
411,0,0,0,23.9,247.50039999999998,232.5502,247.50039999999998,15.639299999999999,0.9583333333333334,14.0,0.0,2.19,20.2,32.6
412,0,0,0,32.8,273.6,192.11653333333334,111.2992,11.7781,0.8229166666666666,16.0,0.0,1.04,20.1,42.2
416,0,0,0,23.7,,,,,,,,,20.9,25.6
417,0,0,0,23.0,,,,,,,,,18.3,37.6
419,0,0,0,27.9,188.8,108.48328333333335,57.799699999999994,9.085700000000001,0.7946428571428571,7.0,0.0,,,9.4
420,0,0,0,30.8,305.6,166.5142142857143,253.99949999999998,15.811100000000001,0.7734375,15.0,0.14285714285714285,,20.0,45.9
421,0,0,0,28.9,115.7,87.01666666666667,,10.350000000000001,0.7410714285714286,,0.0,,20.2,59.9
423,0,0,0,25.0,0.0,0.0,0.0,0.0,0.0625,1.0,0.0,,22.3,20.7
424,0,0,0,28.6,96.0,40.68,22.6,3.2375000000000003,1.0,16.0,0.0,,21.8,27.9
427,0,0,0,25.5,102.30000000000001,67.26666666666667,97.8,6.926666666666667,0.515625,10.0,0.0,,19.7,33.1
428,0,0,0,27.8,304.0,184.1713142857143,262.8992,14.710400000000002,0.8125,16.0,0.14285714285714285,2.29,19.0,37.9
431,0,0,0,27.0,246.4,216.5,236.8,14.866666666666667,0.9732142857142857,16.0,0.0,1.04,18.2,47.2
432,0,0,0,21.7,,,,,,,,3.21,21.0,23.5
433,0,0,0,21.6,,,,,,,,4.07,18.9,33.1
438,0,0,0,33.4,91.2,26.442928571428574,3.1005,0.7022333333333334,0.8828125,15.0,0.0,3.24,18.7,46.1
440,0,0,0,24.5,54.8002,45.0001,54.8002,3.7077,0.7291666666666666,13.0,0.0,2.3,19.8,52.2
443,0,0,0,26.6,128.0,118.90026666666667,108.7008,7.597933333333334,0.984375,16.0,0.0,2.19,21.9,39.9
444,0,0,0,20.7,,,,,,,,3.27,20.0,28.2
445,0,0,0,23.6,,,,,,,,,20.9,32.7
446,0,0,0,32.9,379.2,261.35714285714283,117.1,17.445833333333336,0.671875,8.0,0.7142857142857143,6.26,19.2,32.8
448,0,0,0,23.1,3.4998000000000005,3.4998000000000005,3.4998000000000005,0.5833,0.375,6.0,0.0,4.36,19.4,40.5
451,0,0,0,24.0,9.4003,6.50015,9.4003,0.81155,0.4375,13.0,0.0,,18.3,60.9
452,0,0,0,24.3,102.0,46.166599999999995,28.9998,4.4074,0.59375,9.0,0.0,7.35,19.6,37.4
457,0,0,0,23.9,,,,,,,,7.21,20.2,28.9
462,0,0,0,27.7,252.8,207.08578571428572,232.0005,13.355566666666666,0.8984375,15.0,0.0,1.2,18.9,38.9
463,0,0,0,23.2,184.5,184.5,184.5,15.375,0.75,12.0,0.0,1.25,21.5,40.6
469,0,0,0,25.7,29.5995,26.79975,29.5995,2.98665,0.65625,15.0,0.0,,22.0,25.3
471,0,0,0,28.2,18.5,9.533333333333333,6.6,1.6041666666666667,0.484375,16.0,0.0,,20.5,38.6
472,0,0,0,25.7,97.2992,56.6496,97.2992,3.5406,1.0,16.0,0.0,6.36,21.9,28.1
476,0,0,0,27.7,138.6,83.55992,99.09960000000001,8.119433333333333,0.7916666666666666,12.0,0.0,1.26,20.0,36.6
483,0,0,0,22.5,36.3,36.3,36.3,3.025,0.75,12.0,0.0,3.17,17.8,48.4
486,0,0,0,27.5,40.9994,38.0497,40.9994,3.5269,0.6458333333333334,13.0,0.0,,22.8,37.7
487,0,0,0,27.5,21.400399999999998,13.200199999999999,21.400399999999998,2.0143,0.375,14.0,0.0,,21.7,23.4
489,0,0,0,26.4,281.5005,227.6335,281.5005,15.555566666666666,0.890625,15.0,0.0,1.26,20.7,30.1
491,0,0,0,25.4,86.2,45.5,86.2,3.4937500000000004,0.4583333333333333,16.0,0.0,,,5.6
492,0,0,0,25.4,30.0,23.0,30.0,2.25,0.625,12.0,0.0,,,13.5
495,0,0,0,22.1,217.6992,217.6992,217.6992,13.6062,1.0,16.0,0.0,1.17,19.4,38.1
501,0,0,0,22.9,214.9008,214.9008,214.9008,13.4313,1.0,16.0,0.0,2.17,21.2,33.4
502,0,0,0,27.4,113.6,65.94999999999999,,5.85,0.75,,0.0,,19.6,24.1
503,0,0,0,28.6,155.2,85.46658333333333,97.0995,7.2911,0.8303571428571429,15.0,0.0,3.12,20.9,29.3
505,0,0,0,25.3,274.40000000000003,185.2001,191.0004,15.6389,0.8875,12.0,0.0,3.2,19.5,34.9
507,0,0,0,32.6,129.0,83.52857142857144,25.8,4.786666666666666,0.65625,5.0,0.0,,,15.6
510,0,0,0,28.0,66.3,26.160000000000004,0.0,1.3666666666666665,0.5625,3.0,0.0,4.09,20.2,23.7
512,0,0,0,25.0,27.1008,23.700400000000002,27.1008,2.2969,0.625,16.0,0.0,,,16.5
513,0,0,0,24.5,166.4,145.46646666666666,146.3994,11.185700000000002,0.8125,14.0,0.0,2.15,18.8,36.8
516,0,0,0,27.5,3.3,2.75,2.2,2.2,0.08333333333333333,2.0,0.0,,,3.7
518,0,0,0,25.4,,,,,,,,,19.7,26.6
519,0,0,0,32.1,207.49949999999998,149.98564285714286,207.49949999999998,11.777766666666666,0.9609375,15.0,0.0,,21.4,22.4
520,0,0,0,23.7,59.2004,59.2004,59.2004,4.2286,0.875,14.0,0.0,5.2,21.0,25.3
521,1,0,0,28.0,270.4,197.82487499999996,208.6995,15.904433333333332,0.875,15.0,0.0,3.05,20.2,40.4
524,0,0,0,26.4,191.3996,140.0499,191.3996,10.957133333333333,0.8875,14.0,0.0,1.05,18.7,51.6
526,0,0,0,25.6,222.4,122.66666666666667,9.6,10.666666666666666,0.765625,1.0,0.0,2.08,19.9,36.9
528,0,0,0,24.8,212.10000000000002,138.15,212.10000000000002,11.780000000000001,0.85,15.0,0.0,2.08,20.1,29.0
529,0,0,0,24.2,,,,,,,,2.24,20.5,44.6
530,0,0,0,24.7,223.5,135.36673333333331,153.6002,9.8718,0.828125,13.0,0.0,2.29,20.0,25.3
531,0,0,0,26.1,,,,,,,,,22.4,42.7
532,0,0,0,24.1,231.0,199.76666666666665,211.5,13.100000000000001,0.953125,15.0,0.0,1.24,18.4,53.3
533,0,0,0,23.5,271.3008,228.4504,271.3008,14.27815,1.0,16.0,0.0,2.32,19.7,26.4
537,0,0,0,28.3,114.8992,44.939840000000004,114.8992,4.6604,0.5625,16.0,0.0,,20.6,12.5
542,0,0,0,35.6,148.4,112.12857142857142,106.39999999999999,8.5,0.8984375,14.0,0.0,,,16.1
543,0,0,0,25.6,103.19999999999999,51.00006666666666,15.600200000000001,4.8762,0.578125,7.0,0.0,2.12,20.9,31.6
546,0,0,0,24.4,169.4,155.2,141.0,10.45625,0.9166666666666666,16.0,0.0,5.33,20.7,25.4
547,0,0,0,23.6,152.0992,152.0992,152.0992,9.5062,1.0,16.0,0.0,5.28,18.9,36.5
551,0,0,0,25.4,4.3,4.3,4.3,0.86,0.3125,5.0,0.0,5.22,19.7,36.8
552,1,0,0,28.4,358.40000000000003,224.11428571428573,358.40000000000003,21.666666666666668,0.859375,14.0,0.2857142857142857,2.21,19.7,40.7
