,y,rb?,te?,age,max_pts,avg_pts,last_pts,3_yr_trail_avg_fppg,injury_risk,last_yr_games_played,hit_rate,Draft Pick,Breakout Age,cdr
1072,0,0,1,24.7,12.6,6.0,4.4,1.1333333333333333,0.2708333333333333,4.0,0.0,7.29,,4.9
1073,0,0,1,24.6,106.5,106.5,106.5,7.1,0.9375,15.0,0.0,5.02,21.9,23.2
1075,0,0,1,23.9,52.0,52.0,52.0,4.0,0.8125,13.0,0.0,2.12,21.2,31.7
1077,0,0,1,33.2,227.2,173.7,42.0,11.0,0.859375,7.0,0.0,1.31,20.5,16.7
1079,0,0,1,25.5,0.0,0.0,,0.0,0.125,,0.0,,,8.4
1082,0,0,1,24.8,,,,,,,,1.25,,15.6
1090,0,0,1,22.0,,,,,,,,4.01,,19.1
1098,0,0,1,28.1,169.5,95.625,169.5,7.866666666666667,0.78125,15.0,0.0,,20.3,23.9
1101,0,0,1,24.5,9.0,9.0,9.0,1.0,0.5625,9.0,0.0,,22.8,23.4
1104,0,0,1,22.9,,,,,,,,5.01,19.2,22.1
1108,0,0,1,26.4,34.5,16.933333333333334,34.5,1.8333333333333333,0.5416666666666666,15.0,0.0,5.37,22.6,22.2
1109,0,0,1,31.1,132.8,105.60000000000001,132.8,6.933333333333334,0.90625,16.0,0.0,3.25,21.4,17.4
1111,0,0,1,24.2,,,,,,,,,,9.7
1115,0,0,1,25.5,35.0,28.9,35.0,3.65,0.5,10.0,0.0,3.28,,9.3
1117,0,0,1,23.8,9.3,9.3,9.3,3.1,0.1875,3.0,0.0,5.1,,14.2
1118,0,0,1,29.9,138.0,87.45,77.0,4.866666666666666,0.90625,14.0,0.0,1.21,19.2,11.7
1119,0,0,1,27.0,13.799999999999999,13.799999999999999,,2.3,0.375,,0.0,,21.3,16.0
1121,0,0,1,24.0,98.0,69.56666666666666,98.0,5.533333333333334,0.7291666666666666,14.0,0.0,5.24,19.3,18.1
1123,0,0,1,31.5,229.5,177.225,169.6,11.133333333333333,0.90625,16.0,0.0,3.31,22.8,15.9
1127,0,0,1,31.0,23.400000000000002,17.900000000000002,,2.95,0.3958333333333333,,0.0,6.35,,19.0
1128,0,0,1,23.5,,,,,,,,,,13.5
1129,0,0,1,22.8,45.5,45.5,45.5,3.5,0.8125,13.0,0.0,3.36,18.0,33.0
1130,0,0,1,26.1,,,,,,,,3.34,23.4,28.2
1132,0,0,1,22.3,,,,,,,,,,8.6
1133,0,0,1,23.3,,,,,,,,5.06,,16.3
1134,0,0,1,25.9,230.4,164.95,57.0,10.766666666666667,0.875,10.0,0.0,2.1,18.1,48.3
1135,0,0,1,27.9,243.59999999999997,141.54999999999998,60.0,13.799999999999999,0.671875,6.0,0.0,3.23,21.2,26.2
1136,0,0,1,21.8,,,,,,,,6.37,,14.9
1138,0,0,1,28.0,61.199999999999996,41.875,30.0,3.3666666666666667,0.703125,12.0,0.0,,20.3,18.1
1150,0,0,1,26.4,1.6,0.8,,0.2,0.15625,,0.0,,,17.3
1152,0,0,1,28.5,209.6,138.85,158.4,10.333333333333334,0.890625,16.0,0.0,2.11,,11.5
1155,0,0,1,30.299999999999997,110.4,74.9,44.400000000000006,5.0,0.90625,12.0,0.0,2.15,21.6,27.5
1157,0,0,1,30.5,25.200000000000003,16.7,16.0,2.1,0.5,8.0,0.0,5.28,,13.7
1158,0,0,1,26.8,64.5,40.875,36.0,3.033333333333333,0.734375,9.0,0.0,4.36,20.1,21.7
1159,0,0,1,31.299999999999997,25.5,9.833333333333334,0.0,0.2,0.5833333333333334,3.0,0.0,,,7.3
1161,0,0,1,29.9,20.8,13.0,13.0,2.1333333333333333,0.375,5.0,0.0,4.07,21.1,14.2
1162,0,0,1,28.4,76.80000000000001,53.9,54.6,3.766666666666667,0.765625,14.0,0.0,5.25,20.6,15.0
1163,0,0,1,34.0,86.4,54.7,86.4,4.1000000000000005,0.765625,16.0,0.0,1.28,21.3,26.1
1166,0,0,1,22.7,,,,,,,,3.22,,18.0
1168,0,0,1,24.6,,,,,,,,7.33,22.8,31.7
1170,0,0,1,23.2,,,,,,,,,,6.9
1171,0,0,1,25.7,5.2,2.6,0.0,2.6,0.0625,1.0,0.0,,,9.8
1172,0,0,1,27.4,10.2,10.2,,5.1,0.125,,0.0,,,7.0
1175,0,0,1,24.1,65.0,31.0,28.0,2.6,0.5,10.0,0.0,2.23,19.4,48.8
1177,0,0,1,24.1,8.5,8.5,8.5,1.7,0.3125,5.0,0.0,4.21,22.3,23.7
1179,0,0,1,22.6,,,,,,,,2.1,21.9,21.5
1182,0,0,1,26.2,19.0,11.1,,1.75,0.375,,0.0,5.07,19.5,37.6
1185,0,0,1,26.4,23.0,18.5,14.0,3.6999999999999997,0.3125,5.0,0.0,7.03,21.6,28.9
1188,0,0,1,25.3,48.0,30.7,48.0,3.6333333333333333,0.5416666666666666,15.0,0.0,5.35,20.6,21.2
1190,0,0,1,25.7,63.7,29.8,63.7,2.8000000000000003,0.5625,13.0,0.0,6.18,21.0,18.8
1191,0,0,1,24.2,30.4,18.35,30.4,2.95,0.34375,8.0,0.0,3.32,,6.4
1192,0,0,1,28.799999999999997,93.0,40.300000000000004,23.1,2.25,0.5833333333333334,11.0,0.0,5.24,20.1,22.8
1196,0,0,1,23.5,101.39999999999999,101.39999999999999,101.39999999999999,7.8,0.8125,13.0,0.0,1.19,,15.2
1197,0,0,1,27.3,7.2,3.6,7.2,1.8,0.09375,2.0,0.0,4.21,,15.1
1204,0,0,1,30.4,60.0,39.2,60.0,3.1999999999999997,0.75,12.0,0.0,4.33,,8.2
1205,0,0,1,26.3,158.4,79.0,34.0,5.966666666666666,0.84375,10.0,0.0,3.34,,10.5
1206,0,0,1,23.0,50.4,50.4,50.4,6.3,0.5,8.0,0.0,,,12.4
1207,0,0,1,29.0,267.0,210.92499999999998,224.9,15.466666666666669,0.796875,13.0,0.0,2.1,18.3,19.1
1209,0,0,1,24.1,,,,,,,,,21.4,38.0
1210,0,0,1,23.3,,,,,,,,,21.6,29.6
1211,0,0,1,28.4,104.0,55.175,34.8,6.2,0.625,6.0,0.0,6.33,21.7,38.8
1215,0,0,1,26.1,2.0,2.0,,2.0,0.0625,,0.0,,19.4,36.1
1216,0,0,1,25.0,,,,,,,,,,7.5
1219,0,0,1,25.3,76.8,55.599999999999994,76.8,4.55,0.75,16.0,0.0,4.4,,18.3
1225,0,0,1,27.7,,,,,,,,,23.0,
1233,0,0,1,28.6,234.0,205.7,234.0,13.666666666666666,0.984375,15.0,0.0,3.01,22.9,27.6
1236,0,0,1,26.6,78.0,40.75,78.0,4.8999999999999995,0.46875,12.0,0.0,,21.9,15.4
1239,0,0,1,22.8,,,,,,,,5.2,21.1,24.1
1241,0,0,1,27.7,191.1,76.2,8.6,10.433333333333334,0.375,2.0,0.0,1.21,21.0,26.9
1242,0,0,1,25.4,60.199999999999996,42.7,60.199999999999996,3.2,0.8125,14.0,0.0,4.12,22.7,15.6
1243,0,0,1,25.6,124.50000000000001,57.666666666666664,124.50000000000001,4.9,0.625,15.0,0.0,3.21,20.9,11.5
1244,0,0,1,28.0,87.0,52.525,38.699999999999996,6.266666666666667,0.578125,9.0,0.0,2.23,20.2,26.6
1245,0,0,1,34.3,121.6,94.0,121.6,7.066666666666666,0.890625,16.0,0.0,1.06,21.6,35.9
1247,0,0,1,29.799999999999997,52.0,36.575,39.6,4.0,0.578125,11.0,0.0,7.01,21.1,19.5
1248,0,0,1,21.9,,,,,,,,4.2,,10.3
1250,0,0,1,25.7,34.4,24.4,14.399999999999999,3.3499999999999996,0.4375,6.0,0.0,,,13.1
1251,0,0,1,27.5,203.0,175.35,203.0,13.0,0.921875,14.0,0.0,2.03,21.8,31.8
1,1,1,0,24.5,171.60000000000002,125.80000000000001,171.60000000000002,11.15,0.6875,12.0,0.0,5.39,18.8,47.0
3,0,1,0,34.2,260.8,109.78000000000002,188.8,7.566666666666667,0.575,16.0,0.0,1.07,19.5,42.7
6,0,1,0,22.9,,,,,,,,,,10.1
7,0,1,0,25.0,15.2,7.6,15.2,0.95,0.28125,8.0,0.0,6.08,,3.2
9,0,1,0,20.9,,,,,,,,3.38,19.2,28.7
12,0,1,0,30.5,187.2,92.96000000000001,68.2,4.8999999999999995,0.875,11.0,0.0,6.03,20.7,50.0
14,0,1,0,23.9,348.0,330.0,348.0,21.35,0.96875,15.0,1.0,3.03,20.1,23.3
15,0,1,0,26.0,124.60000000000001,67.95,3.6,7.566666666666666,0.640625,9.0,0.0,2.22,19.2,34.6
18,0,1,0,26.0,25.299999999999997,19.533333333333335,25.299999999999997,2.2,0.5625,11.0,0.0,6.01,,5.7
21,0,1,0,30.5,24.0,15.98,23.400000000000002,2.233333333333333,0.5,9.0,0.0,5.05,,3.4
27,1,1,0,24.0,162.4,134.4,162.4,9.6,0.875,14.0,0.0,,18.3,45.7
32,0,1,0,21.3,,,,,,,,4.2,18.5,38.6
34,0,1,0,30.6,190.4,114.4,60.199999999999996,10.066666666666668,0.7875,7.0,0.0,4.29,20.9,37.2
36,0,1,0,22.7,,,,,,,,7.18,19.9,14.9
38,0,1,0,24.1,0.0,0.0,0.0,0.0,0.0625,1.0,0.0,6.27,22.4,23.3
41,0,1,0,29.299999999999997,69.3,25.839999999999996,29.5,2.766666666666667,0.4375,5.0,0.0,,20.6,29.0
44,0,1,0,23.6,15.5,12.35,15.5,2.7,0.28125,5.0,0.0,5.12,18.8,34.2
47,0,1,0,23.2,,,,,,,,,20.4,17.8
49,0,1,0,28.3,211.4,138.98,67.5,10.966666666666667,0.7625,9.0,0.0,,20.6,18.2
50,0,1,0,25.9,21.0,20.5,20.0,2.05,0.625,10.0,0.0,,20.1,29.9
51,0,1,0,25.0,61.199999999999996,27.666666666666668,5.0,5.633333333333333,0.25,2.0,0.0,3.27,21.3,26.2
55,0,1,0,28.7,233.6,135.35999999999999,98.0,12.066666666666668,0.8,14.0,0.0,2.25,21.0,29.8
59,0,1,0,23.1,62.4,62.4,62.4,3.9,1.0,16.0,0.0,4.34,18.4,34.1
60,0,1,0,24.7,201.6,120.6,201.6,12.15,0.5625,14.0,0.0,7.31,22.0,14.6
66,0,1,0,28.6,153.0,100.1,92.0,11.233333333333334,0.6375,10.0,0.0,5.21,19.9,17.7
67,1,1,0,23.0,385.6,307.20000000000005,385.6,19.200000000000003,1.0,16.0,0.5,1.08,19.2,50.7
72,0,1,0,28.2,132.6,80.92,90.0,6.3999999999999995,0.975,15.0,0.0,1.29,21.5,17.1
73,0,1,0,24.6,91.0,85.1,79.2,6.85,0.78125,11.0,0.0,,18.8,33.1
78,0,1,0,23.3,,,,,,,,,20.5,16.2
80,0,1,0,25.5,32.199999999999996,17.9,,2.9,0.3125,,0.0,,19.8,18.8
81,0,1,0,23.8,151.8,108.7,151.8,15.1,0.46875,11.0,0.0,2.09,19.1,38.8
82,0,1,0,24.5,,,,,,,,,22.7,21.5
84,0,1,0,22.3,,,,,,,,3.23,20.6,14.7
85,0,1,0,27.2,99.0,71.36,99.0,7.366666666666667,0.8,10.0,0.0,,20.4,20.0
87,0,1,0,25.6,6.5,4.166666666666667,1.2,1.0999999999999999,0.25,1.0,0.0,6.22,,12.5
91,0,1,0,25.1,0.0,0.0,0.0,0.0,0.0625,1.0,0.0,,21.3,17.2
94,0,1,0,24.1,16.200000000000003,16.200000000000003,16.200000000000003,5.4,0.1875,3.0,0.0,,22.4,21.5
95,0,1,0,21.8,,,,,,,,3.06,20.0,33.9
97,0,1,0,36.0,162.0,107.16000000000001,61.199999999999996,9.033333333333333,0.6875,6.0,0.0,4.29,19.2,34.1
100,0,1,0,22.3,,,,,,,,6.41,21.6,24.7
104,0,1,0,27.5,406.4,218.45,244.8,17.900000000000002,0.765625,16.0,0.25,3.22,19.7,43.2
105,0,1,0,22.0,,,,,,,,3.09,20.2,30.5
108,0,1,0,23.8,4.0,4.0,4.0,2.0,0.125,2.0,0.0,,21.0,28.6
110,0,1,0,26.3,85.8,60.833333333333336,11.2,4.566666666666667,0.75,8.0,0.0,5.04,21.5,23.4
115,0,1,0,26.6,12.6,7.599999999999999,2.4,1.2333333333333334,0.3541666666666667,4.0,0.0,6.23,,2.1
118,0,1,0,25.4,201.6,147.0,201.6,9.5,0.9583333333333334,16.0,0.0,2.14,20.7,43.5
119,0,1,0,21.9,,,,,,,,2.27,19.2,32.2
122,0,1,0,21.7,,,,,,,,3.1,19.0,36.1
123,0,1,0,22.7,,,,,,,,,21.9,25.5
124,0,1,0,27.2,316.5,180.7,14.0,13.033333333333333,0.7875,2.0,0.2,4.03,19.5,17.8
125,0,1,0,27.0,142.4,107.13333333333333,88.0,7.133333333333333,0.9375,16.0,0.0,4.38,22.3,40.1
127,0,1,0,22.4,,,,,,,,6.21,21.7,21.5
128,0,1,0,28.7,196.8,132.95,160.0,10.033333333333333,0.71875,16.0,0.0,5.18,18.9,35.2
131,0,1,0,24.3,18.0,18.0,18.0,1.8,0.625,10.0,0.0,,19.5,29.1
135,0,1,0,25.7,216.0,163.2,128.0,10.166666666666666,1.0,16.0,0.0,3.13,19.0,33.0
136,0,1,0,25.1,48.400000000000006,23.86666666666667,15.2,3.266666666666667,0.4166666666666667,4.0,0.0,7.15,20.4,20.1
142,0,1,0,25.8,32.199999999999996,23.749999999999996,15.299999999999999,3.15,0.5,9.0,0.0,,21.1,31.1
144,1,1,0,23.9,327.0,285.1666666666667,327.0,21.266666666666666,0.8333333333333334,15.0,0.6666666666666666,1.04,19.1,37.8
147,0,1,0,36.1,214.4,168.28000000000003,102.2,10.500000000000002,0.975,14.0,0.0,3.01,20.3,26.4
154,0,1,0,27.5,188.5,147.85999999999999,96.0,9.9,0.8375,12.0,0.0,2.05,19.8,35.6
156,0,1,0,24.1,88.0,88.0,88.0,8.0,0.6875,11.0,0.0,,22.4,26.4
159,0,1,0,23.7,97.5,97.5,97.5,7.5,0.8125,13.0,0.0,4.26,20.0,33.9
160,0,1,0,25.8,97.19999999999999,33.96666666666666,0.8999999999999999,4.066666666666666,0.3333333333333333,3.0,0.0,,,10.2
169,0,1,0,24.5,,,,,,,,,,0.2
171,0,1,0,25.6,156.8,120.0,156.8,7.5,1.0,16.0,0.0,,18.9,22.6
174,0,1,0,24.2,142.5,127.25,112.0,8.25,0.96875,16.0,0.0,4.28,17.4,36.4
175,0,1,0,24.1,275.59999999999997,144.99999999999997,275.59999999999997,11.2,0.78125,13.0,0.0,3.41,18.3,34.4
178,0,1,0,27.3,276.8,141.26,276.8,12.333333333333334,0.7625,16.0,0.0,4.3,18.6,27.1
179,0,1,0,30.1,57.2,26.74,3.5,2.8000000000000003,0.525,5.0,0.0,,,0.6
184,0,1,0,27.8,166.4,103.325,93.5,7.166666666666667,0.71875,11.0,0.0,4.26,22.0,26.9
185,0,1,0,26.0,216.0,108.37499999999999,41.2,11.466666666666669,0.65625,4.0,0.0,5.13,20.2,41.3
187,0,1,0,22.9,89.10000000000001,89.10000000000001,89.10000000000001,9.9,0.5625,9.0,0.0,5.28,19.1,23.9
188,0,1,0,23.5,44.400000000000006,44.400000000000006,44.400000000000006,7.4,0.375,6.0,0.0,,19.8,34.6
197,0,1,0,22.9,243.59999999999997,192.5,243.59999999999997,13.75,0.875,14.0,0.0,2.16,19.1,24.7
200,0,1,0,22.7,12.0,12.0,12.0,3.0,0.25,4.0,0.0,6.02,20.9,36.5
203,0,1,0,23.5,,,,,,,,,19.8,26.5
210,0,1,0,25.3,12.8,7.0,1.2000000000000002,1.0,0.34375,3.0,0.0,5.18,19.6,25.4
211,0,1,0,24.6,229.5,202.9,179.2,13.0,0.9791666666666666,16.0,0.0,5.11,18.8,29.3
212,0,1,0,23.3,,,,,,,,5.16,20.6,17.1
214,0,1,0,24.9,59.8,59.8,59.8,4.6,0.8125,13.0,0.0,5.32,23.1,24.8
216,0,1,0,22.6,80.4,80.4,80.4,6.7,0.75,12.0,0.0,,19.9,21.3
217,0,1,0,26.0,35.1,20.05,,1.85,0.5625,,0.0,,20.3,25.9
219,0,1,0,21.3,,,,,,,,1.24,,13.9
224,0,1,0,21.5,,,,,,,,4.11,19.8,21.7
227,0,1,0,23.1,60.8,60.8,60.8,7.6,0.5,8.0,0.0,7.33,18.4,30.7
230,0,1,0,23.4,39.6,39.6,39.6,3.6,0.6875,11.0,0.0,4.31,20.7,20.6
232,0,1,0,23.8,294.4,262.15,229.89999999999998,19.65,0.84375,11.0,0.0,3.22,18.1,28.7
239,0,1,0,30.1,34.1,21.474999999999998,8.1,1.9000000000000001,0.609375,9.0,0.0,6.14,22.4,28.3
243,0,1,0,25.3,200.0,128.1,200.0,8.066666666666668,0.9791666666666666,16.0,0.0,3.1,19.6,13.2
244,0,1,0,22.6,,,,,,,,7.08,21.8,19.0
245,0,1,0,21.9,139.0,139.0,139.0,13.9,0.625,10.0,0.0,2.11,19.2,35.8
248,0,1,0,22.9,,,,,,,,,20.2,16.2
252,0,1,0,28.1,97.6,69.26,67.5,4.8,0.9125,15.0,0.0,4.33,,15.0
259,0,1,0,29.4,208.6,156.8,129.6,10.933333333333335,0.9375,16.0,0.0,6.13,20.6,34.7
260,0,1,0,27.3,371.2,284.95,,24.55,0.765625,,0.75,2.16,18.5,45.1
262,0,1,0,30.9,297.0,212.95999999999998,127.39999999999999,15.133333333333333,0.9125,14.0,0.0,2.21,19.2,47.1
264,0,1,0,24.4,230.1,175.45,120.8,16.4,0.65625,8.0,0.0,1.04,19.6,38.8
268,0,1,0,26.4,45.099999999999994,23.65,37.0,2.9333333333333336,0.5,10.0,0.0,,18.7,20.6
273,0,1,0,29.4,278.4,210.71999999999997,142.8,14.733333333333333,0.8625,12.0,0.0,1.28,18.7,32.8
274,0,1,0,22.2,12.6,12.6,12.6,1.8,0.4375,7.0,0.0,4.12,18.4,27.5
275,0,1,0,23.2,174.0,138.8,174.0,10.95,0.8125,12.0,0.0,4.37,18.5,29.8
277,0,1,0,33.1,302.4,156.39999999999998,79.19999999999999,12.05,0.6875,6.0,0.25,1.12,18.4,31.9
279,0,1,0,24.3,162.4,133.2,162.4,9.05,0.9375,14.0,0.0,,19.5,21.8
285,0,1,0,26.1,288.0,229.47500000000002,271.20000000000005,19.966666666666665,0.859375,12.0,0.0,1.15,20.4,47.1
289,0,1,0,23.8,6.6000000000000005,6.6000000000000005,6.6000000000000005,1.1,0.375,6.0,0.0,,19.1,19.8
290,0,1,0,27.3,16.0,5.4,1.6,0.7000000000000001,0.28125,1.0,0.0,5.32,,3.3
291,0,1,0,26.3,136.5,54.975,136.5,6.633333333333333,0.515625,15.0,0.0,4.27,20.5,23.6
292,0,1,0,26.3,136.5,54.975,136.5,6.633333333333333,0.515625,15.0,0.0,,18.3,39.0
296,0,1,0,22.1,,,,,,,,2.21,21.4,21.1
298,0,1,0,22.3,,,,,,,,7.2,18.6,33.5
302,0,1,0,22.9,,,,,,,,7.19,,2.3
303,0,1,0,23.4,195.2,195.2,195.2,12.2,1.0,16.0,0.0,2.03,18.7,31.7
304,0,1,0,22.5,161.6,161.6,161.6,10.1,1.0,16.0,0.0,4.04,20.8,22.6
306,0,1,0,30.1,36.0,18.98,10.0,1.6333333333333335,0.55,5.0,0.0,,,4.4
307,0,1,0,23.8,,,,,,,,,22.1,30.1
309,0,1,0,24.5,77.0,49.35,,4.3,0.65625,,0.0,5.1,19.8,28.4
310,0,1,0,24.9,150.4,90.53333333333335,150.4,6.7,0.7916666666666666,16.0,0.0,,21.2,30.9
312,0,1,0,24.9,223.5,223.5,223.5,14.9,0.9375,15.0,0.0,,21.1,38.4
314,0,1,0,22.7,,,,,,,,5.14,19.0,26.3
315,0,1,0,27.1,38.400000000000006,9.55,38.400000000000006,2.4,0.296875,6.0,0.0,,,12.3
316,0,1,0,23.3,70.2,70.2,70.2,5.4,0.8125,13.0,0.0,1.27,20.6,50.1
319,0,1,0,23.4,,,,,,,,,,11.0
321,0,1,0,28.9,130.0,60.06,49.6,8.7,0.5625,8.0,0.0,6.22,19.2,28.0
333,0,1,0,21.8,20.4,20.4,20.4,3.4,0.375,6.0,0.0,2.06,18.1,33.4
337,0,1,0,23.3,100.8,100.8,100.8,7.2,0.875,14.0,0.0,3.07,18.5,30.4
340,0,1,0,23.4,,,,,,,,,20.7,37.4
341,0,1,0,22.6,,,,,,,,5.02,19.9,31.6
343,0,1,0,23.7,107.9,57.35,6.8,5.0,0.53125,4.0,0.0,4.07,19.0,27.8
344,0,1,0,22.3,384.0,384.0,384.0,24.0,1.0,16.0,1.0,1.02,18.6,32.2
346,0,1,0,27.7,4.5,1.7666666666666666,0.0,0.45,0.3958333333333333,6.0,0.0,,21.0,18.3
353,0,1,0,24.3,139.1,139.1,139.1,10.7,0.8125,13.0,0.0,1.31,20.6,27.5
355,0,1,0,27.5,193.20000000000002,118.39999999999999,79.19999999999999,10.2,0.7291666666666666,12.0,0.0,6.26,19.8,13.2
360,0,1,0,24.7,10.8,10.8,10.8,1.8,0.375,6.0,0.0,5.36,22.0,17.6
361,0,1,0,25.7,173.6,138.9,173.6,10.133333333333333,0.796875,14.0,0.0,2.04,18.9,22.5
362,0,1,0,30.9,28.6,9.600000000000001,0.0,0.6,0.375,3.0,0.0,4.28,21.1,41.2
364,0,1,0,23.9,233.6,188.8,233.6,11.8,1.0,16.0,0.0,4.13,18.1,40.8
367,0,1,0,28.2,192.0,102.6,39.199999999999996,6.2,0.8375,7.0,0.0,1.08,19.5,26.3
372,0,1,0,26.2,193.6,148.975,193.6,12.666666666666666,0.875,16.0,0.0,3.09,20.4,43.2
378,0,1,0,24.8,384.0,289.3,366.8,21.400000000000002,0.90625,14.0,0.5,1.1,18.1,33.2
380,0,1,0,24.5,,,,,,,,,21.8,12.1
382,0,1,0,22.1,,,,,,,,4.26,,13.2
383,0,1,0,26.6,,,,,,,,,22.9,22.7
385,0,1,0,20.8,,,,,,,,6.31,19.1,19.2
390,0,1,0,24.9,49.199999999999996,49.199999999999996,49.199999999999996,4.1,0.75,12.0,0.0,6.3,21.1,36.2
391,0,1,0,24.4,10.8,10.8,,2.7,0.25,,0.0,,18.7,18.7
396,0,1,0,25.5,6.0,6.0,,1.5,0.25,,0.0,,21.8,25.8
397,0,1,0,21.7,,,,,,,,6.13,19.0,17.0
398,0,1,0,26.4,141.0,86.25,70.80000000000001,8.9,0.640625,12.0,0.0,3.3,20.6,18.0
400,0,1,0,25.7,12.8,6.766666666666667,6.3,1.3333333333333333,0.5208333333333334,9.0,0.0,4.21,20.9,35.1
402,0,1,0,24.7,105.3,74.75,44.199999999999996,5.75,0.8125,13.0,0.0,4.34,20.9,21.4
403,0,1,0,25.3,117.0,70.06666666666666,117.0,6.233333333333333,0.6875,13.0,0.0,5.14,21.6,22.3
404,0,1,0,24.0,,,,,,,,,19.3,34.3
407,0,1,0,29.1,34.1,17.450000000000003,22.799999999999997,1.1333333333333333,0.59375,12.0,0.0,,20.4,38.4
408,0,1,0,27.7,93.5,42.125,57.39999999999999,5.966666666666666,0.453125,7.0,0.0,,21.0,45.4
411,0,0,0,21.9,,,,,,,,2.19,20.2,32.6
419,0,0,0,25.9,188.8,126.675,188.8,9.5,0.90625,16.0,0.0,,,9.4
420,0,0,0,28.8,305.6,159.52,305.6,15.433333333333332,0.8,16.0,0.2,,20.0,45.9
421,0,0,0,26.9,115.7,86.48,96.60000000000001,9.533333333333333,0.7125,7.0,0.0,,20.2,59.9
424,0,0,0,26.6,36.8,28.266666666666666,36.8,1.7666666666666666,1.0,16.0,0.0,,21.8,27.9
425,0,0,0,22.5,,,,,,,,,20.8,49.9
426,0,0,0,27.6,225.0,128.4,61.60000000000001,7.833333333333333,0.825,14.0,0.0,,19.8,28.8
427,0,0,0,23.5,1.7,1.7,1.7,1.7,0.0625,1.0,0.0,,19.7,33.1
428,0,0,0,25.8,304.0,154.38,153.4,8.933333333333334,0.7,13.0,0.2,2.29,19.0,37.9
429,0,0,0,29.299999999999997,262.4,188.7,185.9,12.800000000000002,0.825,13.0,0.0,2.13,19.6,39.7
431,0,0,0,25.0,228.8,203.95000000000002,216.0,13.333333333333334,0.953125,15.0,0.0,1.04,18.2,47.2
437,0,0,0,25.0,,,,,,,,,22.3,36.6
438,0,0,0,31.4,91.2,35.36,24.0,1.2666666666666666,0.9,16.0,0.0,3.24,18.7,46.1
440,0,0,0,22.5,,,,,,,,2.3,19.8,52.2
443,0,0,0,24.6,120.0,120.0,120.0,8.0,0.9375,15.0,0.0,2.19,21.9,39.9
446,0,0,0,30.9,379.2,339.26,324.0,21.366666666666664,0.95,15.0,1.0,6.26,19.2,32.8
447,0,0,0,22.4,129.6,129.6,129.6,8.1,1.0,16.0,0.0,4.05,18.7,
451,0,0,0,22.0,,,,,,,,,18.3,60.9
452,0,0,0,22.3,7.5,7.5,7.5,1.5,0.3125,5.0,0.0,7.35,19.6,37.4
453,0,0,0,25.4,30.599999999999998,30.599999999999998,30.599999999999998,3.4,0.5625,9.0,0.0,,21.7,46.8
458,0,0,0,28.0,82.5,47.975,42.0,4.266666666666667,0.75,10.0,0.0,,21.2,28.4
460,0,0,0,24.3,9.600000000000001,9.4,9.2,2.75,0.21875,4.0,0.0,,,15.4
462,0,0,0,25.7,252.8,220.0,243.0,15.433333333333332,0.9,15.0,0.0,1.2,18.9,38.9
471,0,0,0,26.2,3.5,3.5,3.5,0.7,0.3125,5.0,0.0,,20.5,38.6
472,0,0,0,23.7,,,,,,,,6.36,21.9,28.1
476,0,0,0,25.7,100.5,60.03333333333333,62.0,4.833333333333333,0.75,10.0,0.0,1.26,20.0,36.6
486,0,0,0,25.5,,,,,,,,,22.8,37.7
487,0,0,0,25.5,,,,,,,,,21.7,23.4
489,0,0,0,24.4,206.4,206.4,206.4,12.9,1.0,16.0,0.0,1.26,20.7,30.1
491,0,0,0,23.4,,,,,,,,,,5.6
496,0,0,0,25.0,7.800000000000001,7.800000000000001,7.800000000000001,2.6,0.1875,3.0,0.0,,,11.1
498,0,0,0,24.6,41.0,25.3,41.0,2.8499999999999996,0.5,10.0,0.0,3.34,20.9,37.4
502,0,0,0,25.4,113.6,72.6,113.6,5.3999999999999995,0.8333333333333334,16.0,0.0,,19.6,24.1
503,0,0,0,26.6,97.6,65.125,91.2,5.833333333333333,0.71875,16.0,0.0,3.12,20.9,29.3
505,0,0,0,23.3,182.4,137.7,182.4,8.8,0.96875,16.0,0.0,3.2,19.5,34.9
507,0,0,0,30.6,129.0,108.84,106.5,9.299999999999999,0.8125,15.0,0.0,,,15.6
508,0,0,0,23.3,0.0,0.0,0.0,0.0,0.0625,1.0,0.0,,,7.4
510,0,0,0,26.0,66.3,41.93333333333333,46.5,3.0666666666666664,0.8541666666666666,15.0,0.0,4.09,20.2,23.7
512,0,0,0,23.0,,,,,,,,,,16.5
513,0,0,0,22.5,123.60000000000001,123.60000000000001,123.60000000000001,10.3,0.75,12.0,0.0,2.15,18.8,36.8
515,0,0,0,25.1,37.2,24.066666666666666,35.0,3.233333333333333,0.4375,10.0,0.0,6.24,20.4,16.9
516,0,0,0,25.5,,,,,,,,,,3.7
517,0,0,0,26.6,59.400000000000006,26.8,36.0,4.333333333333333,0.475,6.0,0.0,2.24,19.9,27.4
519,0,0,0,30.1,188.8,132.18,150.4,9.1,0.975,16.0,0.0,,21.4,22.4
521,0,0,0,26.0,177.0,156.1,135.2,14.35,0.71875,8.0,0.0,3.05,20.2,40.4
524,0,0,0,24.4,184.0,126.65,184.0,8.9,0.84375,16.0,0.0,1.05,18.7,51.6
526,0,0,0,23.6,136.0,136.0,136.0,8.5,1.0,16.0,0.0,2.08,19.9,36.9
528,0,0,0,22.8,136.5,84.65,136.5,7.3,0.65625,13.0,0.0,2.08,20.1,29.0
530,0,0,0,22.7,29.0,29.0,29.0,2.9,0.625,10.0,0.0,2.29,20.0,25.3
