,id_x,firstName,lastName,adp,projectedPoints,positionRank,slotName,teamName,lineupStatus,byeWeek
243,dfa21407-6029-4f82-b27f-b50e0f55e236,Greg,Dulcich,215.5,10.859815297085571,TE34,TE,Denver Broncos,,
213,9cbe9c5d-4723-4049-80db-0c2b9712b1e9,Marcus,Mariota,211.7,10.7206866,QB29,QB,Atlanta Falcons,,
166,67646aeb-2ee8-4bcd-8e56-0f92372905ea,Robby,Anderson,168.2,10.37630409708557,WR74,WR,Carolina Panthers,,
118,1281353d-7730-4e35-911a-9ffe172f55f9,Kenny,Golladay,119.6,10.34991249708557,WR57,WR,NY Giants,,
100,1378a6fa-8e15-4230-9b17-570c81a00241,Kadarius,Toney,100,10.234904497085571,WR48,WR,NY Giants,,
136,745849d8-8f74-4924-9f0a-e0d730e8f692,Jamison,Crowder,135.4,10.184585697085572,WR63,WR,Buffalo Bills,,
364,ebad1e04-5c11-421b-a057-2c5c8347d1d0,Kalif,Raymond,216,9.999650497085572,WR153,WR,Detroit Lions,,
73,20f0ca69-b8ef-41a9-8744-552c8bf7d6b1,Adam,Thielen,74.3,9.964498497085572,WR37,WR,Minnesota Vikings,,
313,9585f114-7c13-4990-af67-5eae1b3b007b,Mike,Davis,216,9.850657297085572,RB96,RB,Baltimore Ravens,,
314,9585f114-7c13-4990-af67-5eae1b3b007b,Mike,Davis,216,9.850657297085572,RB96,RB,Baltimore Ravens,,
310,9585f114-7c13-4990-af67-5eae1b3b007b,Mike,Davis,216,9.850657297085572,RB96,RB,Baltimore Ravens,,
315,9585f114-7c13-4990-af67-5eae1b3b007b,Mike,Davis,216,9.850657297085572,RB96,RB,Baltimore Ravens,,
309,9585f114-7c13-4990-af67-5eae1b3b007b,Mike,Davis,216,9.850657297085572,RB96,RB,Baltimore Ravens,,
308,9585f114-7c13-4990-af67-5eae1b3b007b,Mike,Davis,216,9.850657297085572,RB96,RB,Baltimore Ravens,,
312,9585f114-7c13-4990-af67-5eae1b3b007b,Mike,Davis,216,9.850657297085572,RB96,RB,Baltimore Ravens,,
311,9585f114-7c13-4990-af67-5eae1b3b007b,Mike,Davis,216,9.850657297085572,RB96,RB,Baltimore Ravens,,
256,eb9c0f0f-660e-4b82-8766-8265ec9a43a0,Chris,Carson,215.7,9.81933209708557,RB77,RB,Seattle Seahawks,,
371,84f2bad0-f760-4ff4-be20-de3e64a699c2,Tavon,Austin,216,9.803332097085573,WR153,WR,Jacksonville Jaguars,,
173,2a0c82c0-cd74-49fd-87b4-edbd77bd005f,Marvin,Jones,172.2,9.784955097085572,WR75,WR,Jacksonville Jaguars,,
288,7ec8bba7-c8a5-484d-af71-1275fc75b3d1,Blaine,Gabbert,215.9,9.698457,QB41,QB,Tampa Bay Buccaneers,,
172,a235e57b-7692-49a7-a4b2-231d2f4e6f83,Gerald,Everett,171.2,9.652496497085572,TE22,TE,Los Angeles Chargers,,
133,1b058ba1-3362-41df-860d-69737b0898f2,Justin,Fields,134.3,9.470475,QB17,QB,Chicago Bears,,
191,d09d3d1c-7471-4e45-9e54-b6acc10a50cd,Jared,Goff,195.2,9.36942,QB26,QB,Detroit Lions,,
222,7a9e3b71-706a-470e-a4c7-ddd9bb10ce2c,Velus,Jones,213.4,9.34757989708557,WR100,WR,Chicago Bears,,
434,ffb0e66a-044f-4c27-a454-a48dff2fad16,Tyler,Kroft,-,9.327363497085571,,TE,NY Jets,,
253,5bf93ebd-868f-4de5-b7fd-116ecd2206cd,Anthony,Schwartz,215.6,9.25412729708557,WR115,WR,Cleveland Browns,,
389,04ab5f2d-0acf-428f-b102-ad2aa63e01be,Wayne,Gallman,-,9.241740097085572,,RB,Minnesota Vikings,,
1165,7c92a9cf-01f4-465e-b9c4-e35e986d9590,Kerryon,Johnson,-,9.16853849708557,,RB,,,
255,f06df8c6-023c-4823-ac71-71d0de8789ce,Jared,Cook,215.7,8.927318497085572,TE37,TE,Los Angeles Chargers,,
219,a83a0984-1fbc-4a37-8c3b-58adde4bfb6e,Kenny,Pickett,212.9,8.9194071,QB30,QB,Pittsburgh Steelers,,
165,a99992b4-6531-447b-a7c0-e48cf0920232,Zach,Wilson,165.9,8.911212,QB22,QB,NY Jets,,
504,54628215-aa83-4769-8da7-84de7e48e589,Dante,Pettis,-,8.83132049708557,,WR,NY Giants,,
330,2b207d78-ac4c-457b-b1d9-ae0c29d37b5a,Benny,Snell,216,8.59524049708557,RB98,RB,Pittsburgh Steelers,,
339,7591b569-eda9-4cc4-bbac-474e23318e6d,Auden,Tate,216,8.50764249708557,WR141,WR,Atlanta Falcons,,
1135,b572b476-e027-48ac-866b-c8f0f667d603,Devin,Funchess,-,8.445594097085571,,WR,,,
138,77b662e5-6110-4bb5-9176-4c377982aebe,Robert,Tonyan,138.5,8.314154497085571,TE14,TE,Green Bay Packers,,
554,58cb204f-39a6-4c4c-be65-eba7bdc6f70a,John,Ross,-,8.18118929708557,,WR,NY Giants,,
518,96a46484-aaad-43f5-9c45-d43c37b3de7c,Tevin,Coleman,-,8.058164497085572,,RB,NY Jets,,
327,8339f3b3-83e4-42e9-8585-9abcbb87d1fc,Antonio,Brown,216,7.981589097085571,WR136,WR,,,
408,f7cabe74-e3e3-43a6-9f40-e14e5da064f1,Ty,Johnson,-,7.865357697085572,,RB,NY Jets,,
307,72a21751-0a2f-48be-99ba-17220da1c3f2,Tommy,Tremble,215.9,7.768612497085571,TE47,TE,Carolina Panthers,,
228,62c7ebe3-7169-4352-b9e9-53bb7edf78c4,Danny,Gray,214.5,7.659914697085571,WR103,WR,San Francisco 49ers,,
1097,aedc1a31-fb7e-4ecc-8303-5fc9328e2058,Justice,Hill,-,7.468817297085572,,RB,Baltimore Ravens,,
153,1f71007b-4e5b-4af9-9ded-1eb6348a2f21,David,Bell,153.3,7.453526097085571,WR69,WR,Cleveland Browns,,
201,21e0b083-749d-4624-b09d-0dabc82d737a,Devin,Duvernay,203.1,7.391747097085571,WR91,WR,Baltimore Ravens,,
183,c11103e3-0274-40c7-8577-cfdf11eed5d7,Raheem,Mostert,186.9,7.276082097085571,RB55,RB,Miami Dolphins,,
506,4949da74-661c-4e1c-9505-0a56c351a028,Ryan,Griffin,-,7.2459831,,TE,Chicago Bears,,
508,c45f6fbf-9e3d-434c-8963-7f1a29036aa9,Ryan,Griffin,-,7.2459831,,QB,Tampa Bay Buccaneers,,
42,50e46817-ff65-4582-966f-b37dcea8644b,Cam,Akers,44,7.225464297085571,RB17,RB,Los Angeles Rams,,
178,c81cbded-0be2-4a31-ba29-d5a5dc1f6115,Hayden,Hurst,181.9,7.032007297085571,TE23,TE,Cincinnati Bengals,,
250,382cadc3-3f94-42a1-9332-2886f852328e,Braxton,Berrios,215.6,7.028961097085571,WR113,WR,NY Jets,,
272,95c91047-89f1-4c02-ba27-a383034ac8c0,Jelani,Woods,215.8,6.989877297085571,TE41,TE,Indianapolis Colts,,
1084,e074fafb-0ab0-4137-9962-15bbdb2c3a8f,Jequez,Ezzard,-,6.9774518970855715,,WR,Washington Commanders,,
418,b5cb37fa-6383-4575-a29e-262f4278dee1,Darrynton,Evans,-,6.919021497085571,,RB,Chicago Bears,,
236,e19b2bec-7575-48ea-8e7a-c74e22318a7a,Quez,Watkins,215.1,6.899612097085571,WR108,WR,Philadelphia Eagles,,
192,2b2ecca0-baa1-4425-bc29-dc4268b84dc5,Marlon,Mack,195.7,6.738968097085571,RB58,RB,Houston Texans,,
410,6cff0628-7f57-40ae-90bf-c8209770e9ef,Brandon,Allen,-,6.645468,,QB,Cincinnati Bengals,,
358,7eb26392-b943-4a52-aaf4-177dd25bfff4,Nick,Mullens,216,6.645468,QB48,QB,Las Vegas Raiders,,
477,1fc93ee0-f436-461d-8418-d334faabc926,Mason,Rudolph,-,6.645468,,QB,Pittsburgh Steelers,,
260,af723aab-5bf8-48a1-b788-e49e8e120cbe,Adam,Trautman,215.7,6.643585497085572,TE39,TE,New Orleans Saints,,
141,b01de3aa-4248-4999-b2fc-4ab09a2aa7a8,Irv,Smith,141.6,6.628873097085572,TE15,TE,Minnesota Vikings,,
224,a6e528c7-56bb-46f1-a6a7-4ff499a927e5,Jalen,Guyton,213.7,6.5592194970855715,WR101,WR,Los Angeles Chargers,,
376,36d2302b-75c3-4a9b-885e-fea8c9b25fc5,Ryquell,Armstead,216,6.494760497085571,RB109,RB,Jacksonville Jaguars,,
380,58da7d55-6b18-48b2-976e-7d8d3e47b31d,Lynn,Bowden,216,6.488456897085571,WR165,WR,Miami Dolphins,,
212,3bd85b9d-28c1-4d74-b324-63fdf47d9c9e,Mark,Ingram,211.5,6.483172297085571,RB63,RB,New Orleans Saints,,
128,e0b8e620-d1f8-4d6d-be60-65e807b3ac42,Dameon,Pierce,128.7,6.460919297085572,RB40,RB,Houston Texans,,
267,414d18bc-5200-4261-bd36-bf043043e753,Pierre,Strong,215.8,6.460919297085572,RB79,RB,New England Patriots,,
208,425460ed-625a-4f5c-a749-93ac0191d5de,Zamir,White,210,6.460919297085572,RB62,RB,Las Vegas Raiders,,
203,3c7ea7ea-e7b3-41ef-a27f-bcd49e1f8684,Hassan,Haskins,205.5,6.460919297085572,RB60,RB,Tennessee Titans,,
269,2e6ac31d-8f96-42c7-8ec9-b3daa30ead93,Snoop,Conner,215.8,6.431898497085571,RB80,RB,Jacksonville Jaguars,,
422,aa0dd091-e1e4-4273-b05a-09ea253504d6,DeeJay,Dallas,-,6.363404897085571,,RB,Seattle Seahawks,,
137,48f1826e-aefe-450d-8bac-15930cf27da0,Isaiah,Spiller,138.4,6.358125097085571,RB43,RB,Los Angeles Chargers,,
271,ba4a9091-8649-4f05-bb2a-44d927101698,Darius,Slayton,215.8,6.298835097085571,WR120,WR,NY Giants,,
214,a28928f6-3746-443d-a010-39f62a23db06,C.J.,Uzomah,212.3,6.195505697085571,TE29,TE,NY Jets,,
1183,99f29927-7296-46db-a05c-85edba9d8b66,Raymond,Calais,-,6.074443497085571,,RB,Los Angeles Rams,,
187,e674013f-f39f-438e-9f93-87602ed8d829,Mac,Jones,188.6,6.0540156000000005,QB25,QB,New England Patriots,,
493,f8ba6bcf-4c50-48d6-84f7-8a3b46be277f,Jarrett,Stidham,-,6.0437781,,QB,New England Patriots,,
1114,8b2b35de-9167-46b7-ad8f-4d46769363ef,Corey,Coleman,-,6.033089697085571,,WR,Kansas City Chiefs,,
343,ed6f8f5c-0775-470b-81ad-9b21f5e9beda,Zach,Pascal,216,6.018022497085572,WR145,WR,Philadelphia Eagles,,
1101,b157d033-f89d-4cce-a7f7-1b316ae5fd45,Josh,Oliver,-,6.010525297085571,,TE,Baltimore Ravens,,
382,14331daf-0a1f-41ea-b0b6-efbdb54ce7ec,Tyler,Goodson,216,5.9935538970855715,RB116,RB,Green Bay Packers,,
456,175cfad4-4aff-4c91-b520-9b351be50733,Sincere,McCormick,-,5.9935538970855715,,RB,Seattle Seahawks,,
443,d53b7adf-c030-452c-8f61-a5a6a23352a2,Jerrion,Ealy,-,5.9935538970855715,,RB,Kansas City Chiefs,,
111,e9e24c49-739b-4f27-befd-56710dec9684,Zach,Ertz,109.9,5.974240297085571,TE10,TE,Arizona Cardinals,,
580,117280e0-5d44-4b8d-9792-b4c80832dba0,Tajae,Sharpe,-,5.864784897085571,,WR,Atlanta Falcons,,
345,af4e80dd-cb55-4e34-85ec-4f8d62e83d60,Joshua,Kelley,216,5.710409497085571,RB104,RB,Los Angeles Chargers,,
337,4499b9b9-f840-4600-91a9-edd64ad4074b,Breshad,Perriman,216,5.707189097085571,WR141,WR,Tampa Bay Buccaneers,,
372,d20dc2c5-8999-4eda-bf3f-a5b0172a5613,Josiah,Deguara,216,5.559609097085572,TE58,TE,Green Bay Packers,,
102,2aeb77c2-0c93-4dec-9fca-5159e9658d7d,Marquez,Valdes-Scantling,100.4,5.542733497085571,WR49,WR,Kansas City Chiefs,,
340,4c610c3e-364f-4780-b72a-8a3e77af2c66,Noah,Gray,216,5.495239497085572,TE52,TE,Kansas City Chiefs,,
169,34a01151-40b4-46c3-a76a-81c4c41908c8,Daniel,Jones,169.8,5.4940146,QB23,QB,NY Giants,,
1153,c1b46da3-7ffd-4355-a905-8d379c75816e,Zander,Horvath,-,5.473612897085571,,RB,Los Angeles Chargers,,
379,505a131f-6089-45b2-a226-1b9f26ad64ac,Laquon,Treadwell,216,5.463201897085572,WR165,WR,Jacksonville Jaguars,,
177,95dd6f00-ff2d-4d97-8dde-83fa1e05258b,Donovan,Peoples-Jones,181.1,5.440084897085571,WR79,WR,Cleveland Browns,,
294,58f184bb-5d73-4233-a69e-709da45b0ff1,Josh,Gordon,215.9,5.401038497085571,WR128,WR,Kansas City Chiefs,,
240,d3f7a8b5-225f-481a-9a6f-98834f609d72,Samaje,Perine,215.3,5.383165097085572,RB72,RB,Cincinnati Bengals,,
231,3b6065f5-3834-4879-8e54-67b8aef5102b,Amari,Rodgers,214.7,5.336949897085571,WR106,WR,Green Bay Packers,,
262,592e3878-d3ff-4425-84c8-36681473b1d5,Emmanuel,Sanders,215.8,5.330352097085571,WR116,WR,Buffalo Bills,,
218,8d0cf024-5ee8-4c8c-bf2f-0615303e8688,D'Ernest,Johnson,212.6,5.294626497085571,RB65,RB,Cleveland Browns,,
168,370de79d-6d69-439e-b718-4b72cc0f5658,Gus,Edwards,169.1,5.030941497085571,RB52,RB,Baltimore Ravens,,
196,e50962c0-1587-44be-b307-0fd6dfd41609,Nico,Collins,201,5.002561097085572,WR88,WR,Houston Texans,,
395,22681576-37d9-4ab2-be91-04256bab76ab,Kyle,Juszczyk,-,4.987682697085571,,RB,San Francisco 49ers,,
185,933ee8b7-ba4b-4dbc-886d-3bc468026f40,J.D.,McKissic,187.2,4.959630897085571,RB56,RB,Washington Commanders,,
444,0a4bfa98-969c-4434-ad52-7352ca90aa44,Brandon,Bolden,-,4.912847297085571,,RB,Las Vegas Raiders,,
205,4a42a8d3-80c3-42d9-a3dc-72867f765ea2,Davis,Mills,206.7,4.892253,QB28,QB,Houston Texans,,
295,7af53bd2-e8d6-4ba9-890d-1ee7b2c92380,Tyler,Badie,215.9,4.89149249708557,RB89,RB,Baltimore Ravens,,
157,fd813c74-e20b-43b0-9268-258f1ff874fb,Jameis,Winston,157.9,4.8006579,QB20,QB,New Orleans Saints,,
448,0d4fbe26-9865-4c13-a529-4666ead2761e,Kellen,Mond,-,4.7233029,,QB,Minnesota Vikings,,
548,aa40a6ce-5852-4ab0-a32d-9476313f5998,Dalton,Keene,-,4.674657697085571,,TE,New England Patriots,,
1138,324a279d-805d-4824-8c15-ddeb39b7fc1b,Jacob,Eason,-,4.6530099,,QB,Seattle Seahawks,,
229,ad3c9f06-8833-4a9c-af53-7ac469d2d899,Nick,Westbrook-Ikhine,214.5,4.650704497085571,WR104,WR,Tennessee Titans,,
223,cd5fe5f1-8df5-48a7-ac00-b536eb42e955,Chris,Evans,213.6,4.607844297085571,RB67,RB,Cincinnati Bengals,,
328,32453db9-414d-4c37-bb5c-0771b125f21e,Tre'Quan,Smith,216,4.580328297085572,WR138,WR,New Orleans Saints,,
186,f184a729-e844-4fdd-96b6-12b4943df4dd,A.J.,Green,187.5,4.532190897085571,WR84,WR,Arizona Cardinals,,
363,08a380fa-5f9c-425d-9995-d51cf9d22202,Kevin,Harris,216,4.4737918970855715,RB109,RB,New England Patriots,,
148,d5b99732-fd94-458c-9b5d-3ee3f492b4a2,Trevor,Lawrence,147.9,4.4281875,QB19,QB,Jacksonville Jaguars,,
282,fbd528b9-57a7-4ce1-a83a-0bddd99bc7a7,Eno,Benjamin,215.9,4.237427897085571,RB84,RB,Arizona Cardinals,,
359,9603b103-2ba7-4a7d-8017-8a97f2aae278,Andy,Isabella,216,4.220543697085572,WR153,WR,Arizona Cardinals,,
437,a0326931-81ea-44ad-9bc1-b220d98d6efc,Jake,Luton,-,4.2186615,,QB,Jacksonville Jaguars,,
126,0c8ee3ae-a91b-4f74-afdd-d858fe98ca37,Tim,Patrick,125,4.197688697085571,WR59,WR,Denver Broncos,,
1098,adb2fc4c-9a79-4e96-8a0e-52ce24f45253,Will,Grier,-,4.1913459,,QB,Dallas Cowboys,,
258,e982ddfa-fe65-4f28-8012-8ccffa4b8333,Kyren,Williams,215.7,4.181996897085572,RB78,RB,Los Angeles Rams,,
193,6cadd4e1-40b4-470c-a934-b496a69e803a,Taysom,Hill,196,4.1706648970855715,TE26,TE,New Orleans Saints,,
1171,98e159b5-9d86-4c72-99d0-175f5c39246a,Chris,Moore,-,4.148899297085571,,WR,Houston Texans,,
381,5d8d5575-438e-43cd-89b5-59f6a9073b61,Ian,Thomas,216,4.148899297085571,TE62,TE,Carolina Panthers,,
362,e449ed19-370f-42d7-b902-7b912bb2c6f4,Mack,Hollins,216,4.148899297085571,WR153,WR,Las Vegas Raiders,,
279,3e3f3588-342c-4f99-b3c1-bb2cc85f88e1,Harrison,Bryant,215.9,4.148899297085571,TE42,TE,Cleveland Browns,,
200,cdfc7ada-d412-4d8d-b5d2-248891de6371,Parris,Campbell,202.8,4.108147897085571,WR90,WR,Indianapolis Colts,,
466,8c69a86f-c0d3-4e51-b300-c17db708e07c,Jace,Sternberger,-,4.103711097085571,,TE,Pittsburgh Steelers,,
471,04281c8a-2146-4fe5-a9d5-718cefe491cf,Jermar,Jefferson,-,4.094994697085571,,RB,Detroit Lions,,
254,1f3fa737-6a32-4beb-9eae-9a9134c1148e,Drew,Lock,215.6,4.0810722,QB33,QB,Seattle Seahawks,,
152,4e4ba299-ef08-4ea7-92ed-61e4e96d734c,Tyler,Allgeier,152.6,4.079169897085571,RB47,RB,Atlanta Falcons,,
361,33211617-2911-45b5-8f28-12f298bc9aec,Jerome,Ford,216,4.079169897085571,RB109,RB,Cleveland Browns,,
220,9c41c51b-0c1c-4780-82ef-6ba91cfd7cff,Keaontay,Ingram,213,4.079169897085571,RB66,RB,Arizona Cardinals,,
297,bda2c49d-047a-4be8-9323-2001173675cd,Ty,Chandler,215.9,4.079169897085571,RB89,RB,Minnesota Vikings,,
545,9b85dfa9-836d-451d-9604-5ca16c3c5d8b,Robert,Foster,-,4.071823497085571,,WR,NY Giants,,
1177,550b1f8c-95b3-4c3b-afab-04d7075a76d6,Samori,Toure,-,4.0698884970855715,,WR,Green Bay Packers,,
181,149eac0f-6fd5-4e34-b2ed-3e3149f0d58d,Odell,Beckham,184,4.063087297085572,WR82,WR,,,
1151,ee5451d4-a2ba-4a0f-8d2c-02880197c582,Jordan,Matthews,-,4.034227697085571,,TE,San Francisco 49ers,,
319,9585f114-7c13-4990-af67-5eae1b3b007b,Mike,Davis,216,4.010449297085572,RB96,RB,Baltimore Ravens,,
323,9585f114-7c13-4990-af67-5eae1b3b007b,Mike,Davis,216,4.010449297085572,RB96,RB,Baltimore Ravens,,
322,9585f114-7c13-4990-af67-5eae1b3b007b,Mike,Davis,216,4.010449297085572,RB96,RB,Baltimore Ravens,,
321,9585f114-7c13-4990-af67-5eae1b3b007b,Mike,Davis,216,4.010449297085572,RB96,RB,Baltimore Ravens,,
320,9585f114-7c13-4990-af67-5eae1b3b007b,Mike,Davis,216,4.010449297085572,RB96,RB,Baltimore Ravens,,
318,9585f114-7c13-4990-af67-5eae1b3b007b,Mike,Davis,216,4.010449297085572,RB96,RB,Baltimore Ravens,,
317,9585f114-7c13-4990-af67-5eae1b3b007b,Mike,Davis,216,4.010449297085572,RB96,RB,Baltimore Ravens,,
316,9585f114-7c13-4990-af67-5eae1b3b007b,Mike,Davis,216,4.010449297085572,RB96,RB,Baltimore Ravens,,
299,ec5e1a7f-a88d-4309-92e5-78db94ec740a,Ihmir,Smith-Marsette,215.9,4.004386497085571,WR131,WR,Minnesota Vikings,,
494,97a217db-88e9-4e7a-931d-db7b0e266f28,Shi,Smith,-,4.004386497085571,,WR,Carolina Panthers,,
287,f8e5daa7-97b2-45aa-a5f8-f4730818ff72,Denzel,Mims,215.9,3.970875097085571,WR127,WR,NY Jets,,
265,2d6b2d58-a0b5-43e7-9bbd-430a21cc1871,Tyler,Johnson,215.8,3.9510146970855713,WR118,WR,Tampa Bay Buccaneers,,
350,a8fb1acf-337d-4bc0-9f5b-3a9c7c5382eb,Isaiah,Likely,216,3.9374062970855714,TE53,TE,Baltimore Ravens,,
275,9490ecbd-3730-416e-8cb2-027b49c3ed65,Josh,Reynolds,215.8,3.9221262970855713,WR121,WR,Detroit Lions,,
266,0eeeae75-2aad-4b68-b98a-6066abd11cd3,Demarcus,Robinson,215.8,3.9221262970855713,WR119,WR,Las Vegas Raiders,,
503,360914e9-3c42-4cec-bfbe-4234bd9f238c,Trent,Taylor,-,3.9046983970855713,,WR,Cincinnati Bengals,,
409,a413fe49-ea3a-421e-8bff-f631754ce4d1,Travis,Fulgham,-,3.9046983970855713,,WR,Denver Broncos,,
510,f6eba74a-da42-41fb-8616-1a3a11c88861,Jaret,Patterson,-,3.8860182970855712,,RB,Washington Commanders,,
377,02d7a08c-e331-4ea1-9df6-81c13f7607c3,Adrian,Peterson,216,3.868325897085571,RB109,RB,Seattle Seahawks,,
476,a77d126e-ed4c-4111-92ef-a9b9b2123444,Malcolm,Perry,-,3.847374497085571,,WR,,,
392,3df84a22-41ca-4c7f-9d83-6975f53793f3,Teddy,Bridgewater,-,3.8091492000000002,,QB,Miami Dolphins,,
433,b76e8b25-0bf9-4cfe-a81c-c903b96a05a0,Jeremy,McNichols,-,3.7968898970855713,,RB,,,
438,c691ea14-90c0-4645-b3df-eb585fcd0f60,Marcedes,Lewis,-,3.790626097085571,,TE,Green Bay Packers,,
209,58ba2491-35ca-49a7-95fe-41dd4c118941,Brevin,Jordan,210.7,3.7845460970855713,TE28,TE,Houston Texans,,
305,ff1f4dca-0049-42b4-89c2-7594c28f4138,Phillip,Lindsay,215.9,3.780051497085571,RB94,RB,Indianapolis Colts,,
276,4e0f761e-c9dd-41c8-9ebb-2fa40e5021ef,Jeff,Wilson,215.8,3.7047518970855715,RB83,RB,San Francisco 49ers,,
360,387d710a-f249-401e-ac59-fb4c07543017,Charlie,Kolar,216,3.6982060970855715,TE58,TE,Baltimore Ravens,,
280,e2bd737e-9339-45b4-9a0b-8635572bc6bc,Calvin,Austin,215.9,3.6982060970855715,WR123,WR,Pittsburgh Steelers,,
206,03a47921-b032-4c5e-864e-3508dae941e3,Romeo,Doubs,208.2,3.6982060970855715,WR93,WR,Green Bay Packers,,
324,50f3408a-4441-40a1-a34a-04d04a6fc713,Jake,Ferguson,216,3.6982060970855715,TE49,TE,Dallas Cowboys,,
306,dbcc595c-dfb0-47fb-8b56-45757a3e621f,Cade,Otton,215.9,3.6982060970855715,TE47,TE,Tampa Bay Buccaneers,,
452,75504caf-d756-4602-a5f2-8269b80e167f,Darwin,Thompson,-,3.6961366970855716,,RB,Seattle Seahawks,,
500,59d2f288-0484-4a32-aaf3-d0efe0114fcd,Luke,Farrell,-,3.6854322970855713,,TE,Jacksonville Jaguars,,
378,edd3419b-ce81-4136-a848-edf38d8b6dfa,Kylen,Granson,216,3.680771097085571,TE58,TE,Indianapolis Colts,,
400,10b43cfa-16b0-4519-9fb0-355b31979f5e,Preston,Williams,-,3.6617073970855714,,WR,Miami Dolphins,,
1112,88d9ddff-6600-4aab-912d-df3a4896e331,Chad,Williams,-,3.629513497085571,,WR,,,
1167,814b4e4d-908d-4df4-88c5-ef7c5f33ecdb,Hunter,Long,-,3.6066613970855714,,TE,Miami Dolphins,,
482,bd42d7bd-dfe9-4e8d-bb84-1c6abdb81a4b,J.J.,Arcega-Whiteside,-,3.5967980970855713,,TE,Philadelphia Eagles,,
248,ced41fb0-de59-469c-b458-1be66c67c1fe,O.J.,Howard,215.6,3.5218344970855715,TE36,TE,Buffalo Bills,,
244,6b8b4ecd-ab00-4f9f-b44f-347a458a2419,Isiah,Pacheco,215.5,3.5208476970855713,RB74,RB,Kansas City Chiefs,,
474,2ec95317-8935-441f-b507-8c535149e68a,Demetric,Felton,-,3.5092310970855713,,RB,Cleveland Browns,,
478,1b1490d1-9aaa-4cf3-9cb9-5966cfa2dd8d,Colt,McCoy,-,3.46727175,,QB,Arizona Cardinals,,
1120,d526d710-f86b-46f6-9857-2cd6021bd856,Phillip,Dorsett,-,3.4466474970855714,,WR,Houston Texans,,
366,27ac7026-ce88-45cd-9302-b550034b47da,John,Bates,216,3.4461642970855713,TE58,TE,Washington Commanders,,
424,f1dcf07a-75a3-4f45-b1c0-e5a370d9b00f,Durham,Smythe,-,3.4461642970855713,,TE,Miami Dolphins,,
475,2414af80-6c5f-4d81-8ed7-a0bec9fb8ad5,Maxx,Williams,-,3.4416572970855714,,TE,Arizona Cardinals,,
394,aa266f54-67c4-4792-ada8-9afe3f771e59,Quintez,Cephus,-,3.4342140970855715,,WR,Detroit Lions,,
259,10809e1d-b387-4e96-a512-e4e435d438c2,Daniel,Bellinger,215.7,3.415452497085571,TE38,TE,NY Giants,,
143,59fccfca-aee1-49a7-841e-6bb9abe3eaf9,Albert,Okwuegbunam,143.6,3.3554096970855714,TE16,TE,Denver Broncos,,
264,a82f2cd5-47d1-450b-9239-5c311c84c342,Foster,Moreau,215.8,3.3554096970855714,TE40,TE,Las Vegas Raiders,,
417,4d23be7d-21b1-4ae0-be46-8aecf072e75a,DaeSean,Hamilton,-,3.3554096970855714,,WR,Houston Texans,,
225,703b7cd5-fec7-4334-9961-556f6df8496d,James,White,214.1,3.348856097085571,RB68,RB,New England Patriots,,
221,c2b9b6f0-ce11-4564-9f23-7cf4f38f4064,Isaiah,McKenzie,213.3,3.3373544970855713,WR98,WR,Buffalo Bills,,
369,9e85fff5-51b7-4d50-a562-65a3107659e1,Ashton,Dulin,216,3.3289628970855714,WR153,WR,Indianapolis Colts,,
473,269792b2-02f1-41d8-80f6-f415c633d007,Alex,Collins,-,3.327845897085571,,RB,Seattle Seahawks,,
538,c2d9c4f0-2c01-475f-8f3d-d31cc9af6253,Connor,Heyward,-,3.322672897085571,,TE,Pittsburgh Steelers,,
512,750c6ad0-5089-49a7-9aa9-4b7a036b4771,Brittain,Brown,-,3.322672897085571,,RB,Las Vegas Raiders,,
454,bca22ca5-1d42-4d23-bfe7-680301f6da28,Raheem,Blackshear,-,3.3141380970855714,,RB,Buffalo Bills,,
1108,d16d3ea5-5fba-44d8-a928-c2f06300df48,Shermari,Jones,-,3.3141380970855714,,RB,Cincinnati Bengals,,
461,6e51491c-9c3f-44ea-b703-7e6504a417e6,Dare,Ogunbowale,-,3.3041078970855713,,RB,Houston Texans,,
344,455b7c9e-e21d-400b-841a-d97eca704317,Ty'Son,Williams,216,3.3041078970855713,RB104,RB,Baltimore Ravens,,
332,b962a454-bf93-4feb-b121-4d7bbe239a22,JaMycal,Hasty,216,3.3041078970855713,RB98,RB,San Francisco 49ers,,
291,8b8381ee-fd41-4b7e-b4ae-0e66f2d4ffb1,Dontrell,Hilliard,215.9,3.3041078970855713,RB88,RB,Tennessee Titans,,
1087,ddb215b6-7aa8-48f8-b413-612a2e24e4cc,Dax,Milne,-,3.269892697085571,,WR,Washington Commanders,,
331,47c9c176-fda4-4de1-882c-c77e20714d82,Donald,Parham,216,3.2615942970855714,TE51,TE,Los Angeles Chargers,,
405,783f7072-a248-4792-a0a8-f1badd8ec4cc,N'Keal,Harry,-,3.253698097085571,,WR,New England Patriots,,
249,d9539b82-587d-49f1-bfc3-7ed773e7d119,Damien,Williams,215.6,3.245607697085571,RB75,RB,Atlanta Falcons,,
517,b11b2826-992e-486f-b969-4cb1d3fc46fe,Devin,Asiasi,-,3.2290614970855716,,TE,New England Patriots,,
413,0217d167-1e10-42bf-98bc-91b66fb10405,Peyton,Barber,-,3.2215212970855713,,RB,Las Vegas Raiders,,
407,513f5be5-974b-4853-815a-006071ee2bac,Jordan,Wilkins,-,3.1870508970855713,,RB,Tennessee Titans,,
